,id_station_itinerance,periode,periode_h,nb_pdc,hs,inactif,sature,surcharge,actif,sature_h,surcharge_h,periode_iso
0,FRALLP7970H646I2C3,2025-05-29,0,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 00:00:00
1,FRALLP7970H646I2C3,2025-05-29,1,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 01:00:00
2,FRALLP7970H646I2C3,2025-05-29,2,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 02:00:00
3,FRALLP7970H646I2C3,2025-05-29,3,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 03:00:00
4,FRALLP7970H646I2C3,2025-05-29,4,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 04:00:00
5,FRALLP7970H646I2C3,2025-05-29,5,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 05:00:00
6,FRALLP7970H646I2C3,2025-05-29,6,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 06:00:00
7,FRALLP7970H646I2C3,2025-05-29,7,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 07:00:00
8,FRALLP7970H646I2C3,2025-05-29,8,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 08:00:00
9,FRALLP7970H646I2C3,2025-05-29,9,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 09:00:00
10,FRALLP7970H646I2C3,2025-05-29,10,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 10:00:00
11,FRALLP7970H646I2C3,2025-05-29,11,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 11:00:00
12,FRALLP7970H646I2C3,2025-05-29,12,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 12:00:00
13,FRALLP7970H646I2C3,2025-05-29,13,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 13:00:00
14,FRALLP7970H646I2C3,2025-05-29,14,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 14:00:00
15,FRALLP7970H646I2C3,2025-05-29,15,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 15:00:00
16,FRALLP7970H646I2C3,2025-05-29,16,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 16:00:00
17,FRALLP7970H646I2C3,2025-05-29,17,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 17:00:00
18,FRALLP7970H646I2C3,2025-05-29,18,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 18:00:00
19,FRALLP7970H646I2C3,2025-05-29,19,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 19:00:00
20,FRALLP7970H646I2C3,2025-05-29,20,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 20:00:00
21,FRALLP7970H646I2C3,2025-05-29,21,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 21:00:00
22,FRALLP7970H646I2C3,2025-05-29,22,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 22:00:00
23,FRALLP7970H646I2C3,2025-05-29,23,3,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 23:00:00
24,FRATLPBLOI0001,2025-05-29,0,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 00:00:00
25,FRATLPBLOI0001,2025-05-29,1,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 01:00:00
26,FRATLPBLOI0001,2025-05-29,2,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 02:00:00
27,FRATLPBLOI0001,2025-05-29,3,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 03:00:00
28,FRATLPBLOI0001,2025-05-29,4,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 04:00:00
29,FRATLPBLOI0001,2025-05-29,5,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 05:00:00
30,FRATLPBLOI0001,2025-05-29,6,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 06:00:00
31,FRATLPBLOI0001,2025-05-29,7,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 07:00:00
32,FRATLPBLOI0001,2025-05-29,8,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 08:00:00
33,FRATLPBLOI0001,2025-05-29,9,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 09:00:00
34,FRATLPBLOI0001,2025-05-29,10,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 10:00:00
35,FRATLPBLOI0001,2025-05-29,11,6,0.0,45.0,0.0,0.0,15.0,False,False,2025-05-29 11:00:00
36,FRATLPBLOI0001,2025-05-29,12,6,0.0,20.0,0.0,0.0,40.0,False,False,2025-05-29 12:00:00
37,FRATLPBLOI0001,2025-05-29,13,6,0.0,35.0,0.0,0.0,25.0,False,False,2025-05-29 13:00:00
38,FRATLPBLOI0001,2025-05-29,14,6,0.0,55.0,0.0,0.0,5.0,False,False,2025-05-29 14:00:00
39,FRATLPBLOI0001,2025-05-29,15,6,0.0,30.0,0.0,0.0,30.0,False,False,2025-05-29 15:00:00
40,FRATLPBLOI0001,2025-05-29,16,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 16:00:00
41,FRATLPBLOI0001,2025-05-29,17,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 17:00:00
42,FRATLPBLOI0001,2025-05-29,18,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 18:00:00
43,FRATLPBLOI0001,2025-05-29,19,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 19:00:00
44,FRATLPBLOI0001,2025-05-29,20,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 20:00:00
45,FRATLPBLOI0001,2025-05-29,21,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 21:00:00
46,FRATLPBLOI0001,2025-05-29,22,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 22:00:00
47,FRATLPBLOI0001,2025-05-29,23,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 23:00:00
48,FRATLPCAPU1381,2025-05-29,0,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 00:00:00
49,FRATLPCAPU1381,2025-05-29,1,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 01:00:00
50,FRATLPCAPU1381,2025-05-29,2,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 02:00:00
51,FRATLPCAPU1381,2025-05-29,3,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 03:00:00
52,FRATLPCAPU1381,2025-05-29,4,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 04:00:00
53,FRATLPCAPU1381,2025-05-29,5,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 05:00:00
54,FRATLPCAPU1381,2025-05-29,6,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 06:00:00
55,FRATLPCAPU1381,2025-05-29,7,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 07:00:00
56,FRATLPCAPU1381,2025-05-29,8,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 08:00:00
57,FRATLPCAPU1381,2025-05-29,9,5,0.0,35.0,0.0,0.0,25.0,False,False,2025-05-29 09:00:00
58,FRATLPCAPU1381,2025-05-29,10,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 10:00:00
59,FRATLPCAPU1381,2025-05-29,11,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 11:00:00
60,FRATLPCAPU1381,2025-05-29,12,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 12:00:00
61,FRATLPCAPU1381,2025-05-29,13,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 13:00:00
62,FRATLPCAPU1381,2025-05-29,14,5,0.0,55.0,0.0,0.0,5.0,False,False,2025-05-29 14:00:00
63,FRATLPCAPU1381,2025-05-29,15,5,0.0,0.0,0.0,0.0,60.0,False,False,2025-05-29 15:00:00
64,FRATLPCAPU1381,2025-05-29,16,5,0.0,35.0,0.0,0.0,25.0,False,False,2025-05-29 16:00:00
65,FRATLPCAPU1381,2025-05-29,17,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 17:00:00
66,FRATLPCAPU1381,2025-05-29,18,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 18:00:00
67,FRATLPCAPU1381,2025-05-29,19,5,0.0,10.0,0.0,0.0,50.0,False,False,2025-05-29 19:00:00
68,FRATLPCAPU1381,2025-05-29,20,5,0.0,60.0,0.0,0.0,0.0,False,False,2025-05-29 20:00:00
